,id,title,specs,author,link
48,ILLU_11246_762_0,"
            Arab Fantasia
          ","
            Color on canvas | 60.5 x 74.5cm
          ","
      Eugène Delacroix
    ",https://commons.wikimedia.org/wiki/File:Fantasia_arabe.png
49,ILLU_11283_331_0,"
            Centaur and nymph
          ","
            Oil on canvas
          ","
      Arnold Böcklin
    ",
50,ILLU_11290_38_0,"
            The Old Musician
          ","
            Oil on canvas | 187.4 x 248.2cm | 1862
          ","
      Edouard Manet
    ",https://www.nga.gov/collection/art-object-page.46637.html
51,ILLU_11307_543_0,"
            Madame David
          ","
            Oil on canvas | 72.9 x 59.4cm | 1813
          ","
      Jacques-Louis David
    ",https://www.nga.gov/collection/art-object-page.46113.html
52,ILLU_11307_546_0,"
            Joachim Murat (1767 - 1815), roi de Naples
          ","
            3.43 x 2.8m | Salon de 1812
          ","
      Baron Antoine-Jean Gros
    ",https://donate.louvre.fr/particuliers/~mon-don
53,ILLU_11308_54_0,"
            Portrait of Rosita Mauri
          ","
            85 x 65cm | 1870-1880
          ","
      Édouard Manet
    ",https://pushkinmuseum.art/data/fonds/europe_and_america/j/2001_3000/zzh_1820/index.php?find=%D0%BC%D0%B0%D0%BD%D0%B5
54,ILLU_11309_99_0,"
            Berthe Morisot à l'éventail
          ","
            Huile sur toile | 60 x 45cm | 1872
          ","
      Édouard Manet
    ",https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Berthe_Morisot_%C3%A0_l%27%C3%A9ventail.jpg?uselang=fr
55,ILLU_11312_262_0,"
            Orpheus and Eurydice
          ","
            Oil on canvas | 200 x 126.5cm | 1869
          ","
      Anselm Feuerbach
    ",https://sammlung.belvedere.at/objects/735/orpheus-und-eurydike
56,ILLU_11317_591_0,"
            Still life with coffee pot, dishes and fruit
          ","
            Oil on canvas | 65 x 81cm
          ","
      Vincent van Gogh
    ","https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_Kaffeekanne,_Geschirr_und_Fr%C3%BCchten.jpeg"
57,ILLU_11340_626_0,"
            Portrait of the Postman Joseph Roulin
          ","
            Oil on canvas | 65 x 54cm | 1889
          ","
      Vincent van Gogh
    ",
58,ILLU_11340_626_3,"
            L'Arlésienne
          ","
            Huile sur toile | 93 x 74cm | 1888
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_L%27_Arl%C3%A9sienne_-_Madame_Ginoux_mit_Hnadschuhen_und_Schirm.jpeg?uselang=fr
59,ILLU_11340_630_0,"
            Les Mangeurs de pommes de terre
          ","
            Huile sur toile | 82 x 114cm | 1885
          ","
      Vincent van Gogh
    ",https://en.wikipedia.org/wiki/The_Potato_Eaters
60,ILLU_11340_651_1,"
            Interior of a restaurant
          ","
            Oil on canvas | 45.5 x 56.5cm | 1887
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Van_Gogh_-_Interieur_eines_Restaurants.jpeg
61,ILLU_11341_686_2,"
            Jas de Bouffan
          ","
            Oil on canvas | 1887
          ","
      Paul Cézanne
    ",
62,ILLU_11363_21_1,"
            Nude (Nude Seated on a Sofa)
          ","
            Oil on canvas | 92 x 73cm | 1876
          ","
      Auguste Renoir
    ",http://www.arts-museum.ru/
63,ILLU_11363_26_0,"
            Dancer Posing for a Photographer
          ","
            Oil on canvas | 65 x 50cm | 1875
          ","
      Edgar Degas
    ",https://pushkinmuseum.art/data/fonds/europe_and_america/j/2001_3000/zh_3274/index.php?find=%D0%B4%D0%B5%D0%B3%D0%B0
64,ILLU_11374_381_3,"
            Portrait de Madame M.
          ","
            Huile sur toile | 1980 x 1150mm | 1895 - 1897
          ","
      Henri Rousseau
    ",https://commons.wikimedia.org/wiki/File:Henri_Rousseau%2C_known_as_le_Douanier_-_Portrait_of_Madame_M%3B_-_Google_Art_Project.jpg?uselang=fr
65,ILLU_11374_385_3,"
            Young Girl with Peonies
          ","
            1909
          ","
      Alexej von Jawlensky
    ",
66,ILLU_11378_75_0,"
            Portrait of Père Tanguy
          ","
            Oil on canvas | 65 x 51cm | 1888
          ","
      Vincent van Gogh
    ",
67,ILLU_11379_94_0,"
            Woman fastening her garter
          ","
            Oil on canvas | 1878
          ","
      Édouard Manet
    ",
68,ILLU_11383_145_0,"
            Madame Henri François Riesener (Félicité Longrois, 1786–1847)
          ","
            Oil on canvas | 74.3 x 60.3cm | 1835
          ","
      Eugène Delacroix
    ",https://www.metmuseum.org/art/collection/search/436179
69,ILLU_11388_393_0,"
            Les Parapluies
          ","
            Huile sur toile | 180.3 x 114.9cm | v. 1881-6
          ","
      Pierre-Auguste Renoir
    ",https://www.nationalgallery.org.uk/paintings/pierre-auguste-renoir-the-umbrellas
70,ILLU_11388_395_0,"
            At the Theatre (La Première Sortie)
          ","
            Oil on canvas | 65 x 49.5cm | 1876-7
          ","
      Pierre-Auguste Renoir
    ",https://www.nationalgallery.org.uk/paintings/pierre-auguste-renoir-at-the-theatre-la-premiere-sortie
71,ILLU_11400_638_2,"
            Arlésiennes (Mistral)
          ","
            Oil on jute canvas | 73 x 92cm | 1888
          ","
      Paul Gauguin
    ",
72,ILLU_11410_753_0,"
            Trois femmes près d'un comptoir
          ","
            Aquarelle, Papier | 26 x 18.7cm
          ","
      Constantin Guys
    ",https://parismuseescollections.paris.fr/node/232079
73,ILLU_11426_369_0,"
            La Charrette. Route sous la neige à Honfleur
          ","
            Huile sur toile | 65 x 93cm | 1865
          ","
      Claude Monet
    ",https://en.wikipedia.org/wiki/A_Cart_on_the_Snowy_Road_at_Honfleur
74,ILLU_11426_371_0,"
            L'Absinthe
          ","
            Huile sur toile | 92 x 68.5cm | 1873
          ","
      Edgar Degas
    ",https://en.wikipedia.org/wiki/L'Absinthe
75,ILLU_11426_375_1,"
            Les Joueurs de Cartes
          ","
            Huile sur toile | 1894
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Card_Players-Paul_Cezanne.jpg
76,ILLU_11434_326_0,"
            Portrait of a Man
          ","
            Oil on alder | 55.9 x 42.5cm | 1537
          ","
      Circle of Lucas Cranach the Elder
    ",https://www.metmuseum.org/art/collection/search/436044
77,ILLU_11451_205_0,"
            The Gleaners
          ","
            Oil on canvas | 81 x 65.5cm | 1889
          ","
      Camille Pissarro
    ",
78,ILLU_11458_226_0,"
            Harlequin and Pierrot
          ","
            1924
          ","
      André Derain
    ",
79,ILLU_11477_129_0,"
            View of L'Estaque
          ","
            Oil on canvas | 60 x 73cm | 1883
          ","
      Paul Cézanne
    ",
80,ILLU_11480_314_0,"
            Flowers in a Vase
          ","
            1880
          ","
      Pierre-Auguste Renoir
    ",https://commons.wikimedia.org/wiki/File:Renoir_Flowers_in_a_Vase.jpg
81,ILLU_11492_241_0,"
            Portrait of Lise Campineanu
          ","
            Oil on canvas | 21.9 x 18.3in | 1878
          ","
      Edouard Manet
    ",https://art.nelson-atkins.org/objects/21410/portrait-of-lise-campineanu
82,ILLU_11492_243_0,"
            Seascape at Arcachon (Arcachon, beautiful weather)
          ","
            Oil on canvas | 24.8 x 41.9cm | 1871
          ","
      Édouard Manet
    ",
83,ILLU_11501_225_0,"
            Autoportrait à vingt-quatre ans
          ","
            Huile sur toile | 770 x 610mm | 1804
          ","
      Jean Auguste Dominique Ingres
    ",https://fr.wikipedia.org/wiki/Autoportrait_%C3%A0_vingt-quatre_ans
84,ILLU_11503_395_0,"
            Émile Zola
          ","
            Huile sur toile | 146.5 x 114cm | 1868
          ","
      Édouard Manet
    ",https://fr.wikipedia.org/wiki/Portrait_d'%C3%89mile_Zola
85,ILLU_11514_248_0,"
            M. and Mme Edouard Manet
          ","
            Oil on canvas | 65 x 71cm | 1869
          ","
      Edgar Degas
    ",
86,ILLU_11530_235_0,"
            Madame Jeantaud au miroir
          ","
            Huile sur toile | 700 x 840mm | 1875
          ","
      Edgar Degas
    ",https://commons.wikimedia.org/wiki/File:Edgar_Degas_-_Mrs_Jeantaud_in_the_Mirror_-_Google_Art_Project.jpg?uselang=fr
87,ILLU_11534_387_1,"
            Still Life with a Guitar
          ","
            Oil with sand on canvas | 116.2 x 61cm | 1924
          ","
      Georges Braque
    ",https://www.metmuseum.org/art/collection/search/489967
88,ILLU_11536_439_0,"
            Hommage à Cézanne
          ","
            Huile sur toile | 182 x 243.5cm | 1900
          ","
      Maurice Denis
    ",https://fr.wikipedia.org/wiki/Hommage_%C3%A0_C%C3%A9zanne
89,ILLU_11543_178_0,"
            Eva Gonzalès
          ","
            Oil on canvas | 191.1 x 133.4cm | 1870
          ","
      Edouard Manet
    ",https://www.nationalgallery.org.uk/paintings/edouard-manet-eva-gonzales
90,ILLU_11543_180_1,"
            The Dead Toreador
          ","
            Oil on canvas | 75.9 x 153.3cm | probably 1864
          ","
      Edouard Manet
    ",https://www.nga.gov/collection/art-object-page.1179.html
91,ILLU_11553_357_0,"
            Orange Trees
          ","
            Oil on canvas | 43.5cm
          ","
      Auguste Renoir
    ",
92,ILLU_11553_361_0,"
            Three girls sitting en face
          ","
            Pastel | 16 x 22cm | 1879
          ","
      Edgar Degas
    ",
93,ILLU_11555_7_0,"
            Le Charivari, trente-quatrième année, jeudi 22 juin 1865
          ","
            Lithographie | 43.8 x 31.1cm | 1865
          ","
      Le Charivari (Editeur) ; Honoré Daumier (Dessinateur-lithographe) ; Pierre Louis Hippolyte Destouches (Imprimeur-lithographe) ; Martinet  (imprimeur-libraire) (Editeur)
    ",https://parismuseescollections.paris.fr/node/666826
94,ILLU_11568_291_0,"
            The Sevres Bridge
          ","
            Oil on canvas | 38 x 55cm | 1877
          ","
      Alfred Sisley
    ",
95,ILLU_11581_150_0,"
            Enclosed Wheat Field with Reaper
          ","
            1889
          ","
      Vincent van Gogh
    ",
96,ILLU_11583_179_0,"
            Self-portrait
          ","
            Oil on canvas | 65.1 x 50cm | 1887 until February 1888
          ","
      Vincent van Gogh
    ",https://commons.wikimedia.org/wiki/File:Zelfportret_als_schilder_-_s0022V1962_-_Van_Gogh_Museum.jpg
97,ILLU_11585_268_0,"
            The Jetty at Le Havre
          ","
            Oil on canvas | 1868
          ","
      Claude Monet
    ",
98,ILLU_11586_270_0,"
            Rue de la Bavole, Honfleur
          ","
            Huile sur toile | 559 x 610mm | 1864
          ","
      Claude Monet
    ",https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Rue_de_la_Bavole%2C_Honfleur_-_Google_Art_Project.jpg?uselang=fr
99,ILLU_11587_315_0,"
            Portrait d'Ambroise Vollard au chat
          ","
            Peinture à l'huile, Toile (matériau) | 96.5 x 111cm | Vers 1924
          ","
      Pierre Bonnard
    ",https://parismuseescollections.paris.fr/node/226445
100,ILLU_11746_4013_3,"
            The Spreading Pine Tree in the Brühl Valley near Mödling
          ","
            Oil on canvas | 66 x 112cm | 1838
          ","
      Ludwig Ferdinand Schnorr von Carolsfeld
    ",https://sammlung.belvedere.at/objects/1964/die-breite-fohre-nachst-der-bruhl-bei-modling
101,ILLU_11895_74_0,"
            Postman Joseph Roulin
          ","
            Oil on canvas | 81.3 x 65.4cm | 1888
          ","
      Vincent van Gogh
    ",
102,ILLU_12008_27282_2,"
            Madame Cézanne à la jupe rayée
          ","
            Huile sur toile | 72.5 x 56cm | 1877
          ","
      Paul Cézanne
    ",https://commons.wikimedia.org/wiki/File:Madame_C%C3%A9zanne_dans_un_fauteuil_rouge%2C_par_Paul_C%C3%A9zanne.jpg?uselang=fr
103,ILLU_12010_452_0,"
            Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle, as a Monk
          ","
            Oil on canvas | 65.1 x 54.6cm | 1866
          ","
      Paul Cézanne
    ",https://www.metmuseum.org/art/collection/search/435869
104,ILLU_12038_205_0,"
            Judith and Her Maidservant with the Head of Holofernes
Judith with the Head of Holofernes
          ","
            Oil on canvas | 44.4 x 37.4 x 0.9in | 1570
          ","
      Titian
    ",https://www.dia.org/art/collection/object/judith-and-her-maidservant-head-holofernes-63581
105,ILLU_12184_910_0,"
            Portrait of a Lady, perhaps Contessa Lucia Albani Avogadro ('La Dama in Rosso')
          ","
            Oil on canvas | 155 x 106.8cm | c. 1556-60
          ","
      Giovanni Battista Moroni
    ",https://www.nationalgallery.org.uk/paintings/giovanni-battista-moroni-portrait-of-a-lady-la-dama-in-rosso
106,ILLU_12194_2312_0,"
            Adoration of the Magi
          ","
            Panel on tempera | 63 x 54cm | 1424
          ","
      Fra Angelico
    ",
107,ILLU_12214_242502_0,"
            Mother and Child
          ","
            Oil on canvas | 142.9 x 172.7cm | 1921
          ","
      Pablo Picasso
    ",
108,ILLU_12215_242503_1,"
            The sculpture
          ","
            1925
          ","
      Pablo Picasso
    ",
109,ILLU_12216_242502_1,"
            Life
          ","
            Oil on canvas | 196.5 x 128.5cm | 1903
          ","
      Pablo Picasso
    ",
110,ILLU_12245_2505_0,"
            Portrait of Levinus Memminger
          ","
            Huile sur panneau | 34 x 23cm | c. 1485
          ","
      Michael Wolgemut
    ",https://commons.wikimedia.org/wiki/File:Michael_Wolgemut_-_Portrait_of_Levinus_Memminger_-_WGA25862.jpg?uselang=fr
111,ILLU_12248_4403_2,"
            Triumph of Wealth
          ","
            25 x 57cm | 1533
          ","
      Hans Holbein le Jeune
    ",
112,ILLU_12443_360_0,"
            Fruits and Flowers
          ","
            Oil on canvas | 100 x 80.9cm | 1929
          ","
      Marc Chagall
    ",
113,ILLU_12618_206_0,"
            Woman in a Garden
          ","
            Oil on canvas | 48.5 x 37in | 1882/83
          ","
      Berthe Morisot
    ",
114,ILLU_12656_468_1,"
            La Chambre bleue
          ","
            Huile sur toile | 90 x 116cm | 1923
          ","
      Suzanne Valadon
    ",https://en.wikipedia.org/wiki/The_Blue_Room_%28Valadon%29
115,ILLU_12659_54_1,"
            Cypresses
          ","
            Oil on canvas | 93.4 x 74cm | 1889
          ","
      Vincent van Gogh
    ",https://www.metmuseum.org/art/collection/search/437980
116,ILLU_12660_506_1,"
            View of Fort Samson
          ","
            Oil on canvas | 65 x 81.5cm | 1885
          ","
      Georges Seurat
    ",
117,ILLU_12663_395_0,"
            Émile Zola
          ","
            Huile sur toile | 146.5 x 114cm | 1868
          ","
      Édouard Manet
    ",https://fr.wikipedia.org/wiki/Portrait_d'%C3%89mile_Zola
118,ILLU_12679_154_0,"
            Portrait of a Young Girl
          ","
            Oil on canvas | 25.2 x 21cm | 1850 or 1859
          ","
      Jean-Baptiste-Camille Corot
    ",https://www.nga.gov/collection/art-object-page.46484.html
119,ILLU_12753_5003_2,"
            Morning
          ","
            Oil on canvas | 22 x 30.5cm | c. 1816
          ","
      Caspar David Friedrich
    ",https://commons.wikimedia.org/wiki/File:CDFriedrich-Am_Morgen_ausfahrende_Boote.jpg
120,ILLU_13061_274_0,"
            The Railway Bridge over Avenue Montmajour
          ","
            Oil on canvas | 92 x 73cm | 1888
          ","
      Vincent van Gogh
    ",
